sku_id,category,name,mrp,discount_percent,discounted_selling_price,weight_in_gms,available_quantity,out_of_stock
SKU03245,Pet Care,Pedigree Dog Food - Chicken,74175,44,41538,500,199,False
SKU00387,"Fruits & Vegetables",Guava,20079,8,18472,2000,0,True
SKU03457,Pet Care,Flea Collar - Dog,12570,22,9804,1000,78,False
SKU01967,Personal Care,Dove Shampoo - Daily Shine,6299,16,5291,500,85,False
SKU03018,Baby Care,Pampers Diapers - M,81435,20,65148,400,41,False
SKU01176,"Snacks & Munchies",Mathri,38352,34,25312,30,36,False
SKU00671,"Dairy & Bread",Hung Curd,24893,15,21159,500,89,False
SKU02935,"Bakery & Biscuits",Bagel - Plain,20849,11,18555,200,16,False
SKU03181,Baby Care,Sippy Cup,72312,24,54957,400,27,False
SKU01740,"Cleaning & Household",Phenyl - White,63280,17,52522,2000,93,False
SKU03300,Pet Care,Royal Canin - Maxi Adult,139654,20,111723,400,177,False
SKU03397,Pet Care,Dog Toy - Ball,127612,18,104641,400,0,True
SKU01571,"Cleaning & Household",Harpic Toilet Cleaner,14271,1,14128,200,88,False
SKU01468,Beverages,Nimbu Pani - Concentrate,20596,24,15652,200,0,True
SKU00752,"Dairy & Bread",Skimmed Milk Powder,33518,24,25473,100,127,False
SKU01287,Beverages,Paper Boat Aam Panna,12320,13,10718,750,29,False
SKU00142,"Fruits & Vegetables",Garlic,15193,45,8356,1500,91,False
SKU00277,"Fruits & Vegetables",Mushroom - Button,4325,25,3243,250,138,False
SKU02095,Personal Care,Lifebuoy Handwash Refill,37939,48,19728,,0,True
SKU00516,"Dairy & Bread",Amul Gold Milk,3115,10,2803,100,68,False
SKU01804,"Cleaning & Household",Fabric Softener - Comfort,59190,35,38473,500,0,True
SKU00754,"Dairy & Bread",Skimmed Milk Powder,11342,11,10094,200,130,False
SKU03008,Baby Care,Nan Pro 2,165649,16,139145,400,114,False
SKU01958,Personal Care,"Head & Shoulders Shampoo",81918,32,55704,50,68,False
SKU02221,Personal Care,Face Cream - Olay,102418,,91152,100,0,True
SKU00386,"Fruits & Vegetables",Guava,16621,13,14460,1500,33,False
SKU00701,"Dairy & Bread","Lassi - Mango (Amul)",42283,52,20295,100,93,False
SKU00571,"Dairy & Bread",Amul Masti Buttermilk,7816,15,6643,400,81,False
SKU03070,Baby Care,Baby Wipes - Johnson's,97716,23,75241,400,0,True
SKU03249,Pet Care,Pedigree Dog Food - Chicken,81643,13,71029,400,77,False
SKU03268,Pet Care,Whiskas Cat Food - Tuna,131262,63,48566,500,0,True
SKU01381,Beverages,Chamomile Tea - Twinings,1006,2,985,350,8,False
SKU02286,"Instant & Frozen Food",Yippee Noodles - Classic,9987,20,7989,500,41,False
SKU00499,"Dairy & Bread",Mother Dairy Full Cream Milk,48289,8,44425,200,53,False
SKU02634,"Bakery & Biscuits",Britannia Cake - Chocolate,7194,25,5395,300,128,False
SKU01860,"Cleaning & Household",Rat Trap - Glue,51465,5,48891,750,98,False
SKU01122,"Snacks & Munchies","Fox Nuts (Makhana)",35586,18,29180,400,193,False
SKU01498,Beverages,Bournvita 500g,42448,29,30138,750,0,True
SKU01323,Beverages,Sting Energy Drink,31219,9,28409,500,74,False
SKU01078,"Snacks & Munchies",Trail Mix - Dry Fruits,29840,11,26557,50,49,False
SKU02000,Personal Care,Nivea Body Lotion,0,19,0,150,93,False
SKU01569,"Cleaning & Household",Harpic Toilet Cleaner,63946,24,48598,750,196,False
SKU00476,"Fruits & Vegetables",Spring Onion,9715,7,9034,2000,0,True
SKU00021,"Fruits & Vegetables",Potato,13463,57,5789,250,0,True
SKU01888,"Cleaning & Household",Glass Wiper,8519,30,5963,400,0,True
SKU01221,Beverages,Frooti Mango 200ml,17413,7,16194,500,55,False
SKU02529,"Instant & Frozen Food",Frozen Samosa,44965,51,22032,140,20,False
SKU03090,Baby Care,Baby Oil - Johnson's,195801,35,127270,200,117,False
SKU02317,"Instant & Frozen Food",MTR Ready-to-Eat Rajma,39399,20,31519,140,69,False
SKU02136,Personal Care,Perfume - Wild Stone,30772,,30156,75,173,False
SKU01275,Beverages,Tropicana Orange 1L,0,33,0,500,88,False
SKU02288,"Instant & Frozen Food",Yippee Noodles - Classic,5455,62,2072,50,147,False
SKU00453,"Fruits & Vegetables",Sweet Potato,15636,24,11883,250,190,False
SKU02217,Personal Care,Face Cream - Olay,79937,14,68745,500,111,False
SKU00776,"Dairy & Bread","Ghee - Amul (500ml)",30494,16,25614,1000,0,True
SKU03126,Baby Care,Baby Lotion - Himalaya,78077,28,56215,100,71,False
SKU01271,Beverages,Tropicana Orange 1L,36519,,11320,250,53,False
SKU03145,Baby Care,Diaper Rash Cream,168849,58,70916,,0,True
SKU02908,"Bakery & Biscuits",Sourdough Bread,16260,14,13983,150,0,True
SKU01104,"Snacks & Munchies",Cashew Nuts - W320,18506,25,13879,,188,False
SKU01965,Personal Care,Dove Shampoo - Daily Shine,58941,35,38311,50,0,True
SKU00801,"Dairy & Bread",Shrikhand - Kesar,7724,24,5870,200,166,False
SKU03114,Baby Care,Baby Powder - Johnson's,106934,30,74853,100,38,False
SKU01131,"Snacks & Munchies",Protein Bar - Yoga Bar,34925,5,33178,50,22,False
SKU02684,"Bakery & Biscuits",Brownie - Chocolate,6908,5,6562,150,16,False
SKU02915,"Bakery & Biscuits",Focaccia Bread,25618,13,22287,40,143,False
SKU00028,"Fruits & Vegetables",Potato,7197,22,5613,2000,44,False
SKU01921,Personal Care,Sensodyne Rapid Relief,115277,,109513,100,50,False
SKU03450,Pet Care,Pet Carrier - Small,18947,30,13262,500,190,False
SKU02902,"Bakery & Biscuits",Croissant - Plain,4157,55,1870,150,185,False
SKU00585,"Dairy & Bread",Amul Masti Buttermilk,39996,55,17998,200,0,True
SKU03403,Pet Care,Fish Food - Taiyo,43746,37,27559,,70,False
SKU02283,"Instant & Frozen Food",Maggi 2-Minute Noodles,27885,22,21750,140,47,False
SKU03017,Baby Care,Pampers Diapers - M,149946,8,137950,300,109,False
SKU03110,Baby Care,Baby Powder - Johnson's,77222,13,67183,400,107,False
SKU01592,"Cleaning & Household",Surf Excel Matic Top Load,41825,24,31787,2000,37,False
SKU01116,"Snacks & Munchies","Fox Nuts (Makhana)",36585,45,20121,,90,False
SKU01416,Beverages,Coconut Water - Raw Pressery,1244,34,821,1000,49,False
SKU02044,Personal Care,Garnier Face Wash - Men,67168,8,61794,100,1,False
SKU01363,Beverages,Green Tea - Lipton,20470,26,15147,500,96,False
SKU03199,Baby Care,Baby Blanket,116894,41,68967,200,185,False
SKU00738,"Dairy & Bread",Paneer - Malai,38653,34,25510,100,73,False
SKU01272,Beverages,Tropicana Orange 1L,24898,32,16930,250,81,False
SKU02738,"Bakery & Biscuits",Khari Biscuit,22116,0,22116,300,37,False
SKU01267,Beverages,Tropicana Orange 1L,18781,28,13522,750,50,False
SKU02917,"Bakery & Biscuits",Focaccia Bread,6801,19,5508,300,0,True
SKU03123,Baby Care,Baby Lotion - Himalaya,56339,31,38873,100,115,False
SKU02404,"Instant & Frozen Food",Frozen Fish Fingers,48763,16,40960,500,52,False
SKU01522,Beverages,Glucon-D Orange,40493,49,20651,750,0,True
SKU01547,"Cleaning & Household",Vim Dishwash Gel - Lemon,65585,20,52468,400,43,False
SKU02717,"Bakery & Biscuits",Pizza Base,16421,41,9688,100,132,False
SKU00497,"Dairy & Bread",Mother Dairy Full Cream Milk,4104,22,3201,200,25,False
SKU01612,"Cleaning & Household",Colin Glass Cleaner,57156,,53155,2000,71,False
SKU02481,"Instant & Frozen Food",Upma Mix - MTR,27170,25,20377,1000,97,False
SKU01440,Beverages,Lassi - Sweet,41757,33,27977,200,155,False
SKU00969,"Snacks & Munchies","Hide & Seek",16925,35,11001,200,35,False
SKU00383,"Fruits & Vegetables",Guava,2319,33,1553,500,0,True
SKU00809,"Dairy & Bread",Shrikhand - Kesar,41869,4,40194,200,112,False
SKU02606,"Instant & Frozen Food",Instant Rice - Minute,22096,25,16572,1000,157,False
SKU03143,Baby Care,Diaper Rash Cream,110773,9,100803,300,132,False
SKU03196,Baby Care,Baby Blanket,66825,25,50118,300,64,False
SKU02680,"Bakery & Biscuits",Brownie - Chocolate,31989,34,21112,,0,True
SKU01687,"Cleaning & Household",Paper Towel Roll,59441,,42203,200,0,True
SKU03392,Pet Care,Dog Toy - Ball,29350,-5,24947,100,35,False
SKU02587,"Instant & Frozen Food",Vermicelli - Bambino,30886,63,11427,70,8,False
SKU01710,"Cleaning & Household",Room Freshener - Odonil,23037,33,15434,400,38,False
SKU00811,"Dairy & Bread",Dahi - Set,53779,3,52165,100,81,False
SKU03049,Baby Care,MamyPoko Pants - M,32443,9,29523,500,0,True
SKU02786,"Bakery & Biscuits",Donut - Glazed,16329,14,14042,200,123,False
SKU01069,"Snacks & Munchies",Bisk Farm Cream Cracker,25663,,17707,30,184,False
SKU01701,"Cleaning & Household",Toilet Paper - 4 Pack,4221,11,3756,500,13,False
SKU00115,"Fruits & Vegetables",Cucumber,20493,34,13525,2000,120,False
SKU02989,Baby Care,Lactogen 1,11461,21,9054,300,0,True
SKU00695,"Dairy & Bread",Flavoured Yogurt - Mango,52926,20,42340,200,0,True
SKU01058,"Snacks & Munchies",Good Day Butter Cookies,3337,30,2335,90,0,True
SKU00184,"Fruits & Vegetables",Cauliflower,9448,11,8408,1000,184,False
SKU02099,Personal Care,Gillette Mach3 Razor,109494,10,98544,500,188,False
SKU00836,"Dairy & Bread",Milkshake - Chocolate,28580,5,27151,500,61,False
SKU00506,"Dairy & Bread",Amul Gold Milk,46198,21,36496,400,44,False
SKU00187,"Fruits & Vegetables","Spinach (Palak)",21724,16,18248,1000,25,False
SKU00509,"Dairy & Bread",Amul Gold Milk,27350,22,21333,200,104,False
SKU02714,"Bakery & Biscuits",Pizza Base,19878,5,18884,150,116,False
SKU01211,Beverages,Thums Up 750ml,23823,21,18820,500,0,True
SKU03419,Pet Care,Bird Seed Mix,70740,22,55177,400,162,False
SKU02476,"Instant & Frozen Food",Poha - Instant,20629,,16915,50,136,False
SKU00956,"Snacks & Munchies",Parle Rusk,6615,45,3638,150,76,False
SKU02898,"Bakery & Biscuits",Croissant - Plain,8087,32,5499,,19,False
SKU01629,"Cleaning & Household",Domex Toilet Cleaner,14613,9,13297,,99,False
SKU00639,"Dairy & Bread",Amul Cream - Fresh,41308,62,15697,1000,0,True
SKU02114,Personal Care,Gillette Shaving Foam,12649,59,5186,75,0,True
SKU02730,"Bakery & Biscuits",Bun - Sweet,15893,19,12873,40,111,False
SKU00257,"Fruits & Vegetables",Grapes - Green,23471,8,21593,250,38,False
SKU02723,"Bakery & Biscuits",Bun - Sweet,23344,8,21476,100,0,True
SKU02901,"Bakery & Biscuits",Croissant - Plain,4752,34,3136,60,34,False
SKU02205,Personal Care,Lip Balm - Nivea,91757,25,68817,200,41,False
SKU03365,Pet Care,Pet Bowl - Steel,22864,,16919,500,0,True
SKU03152,Baby Care,Gripe Water - Woodward's,131006,,95634,100,147,False
SKU03037,Baby Care,Huggies Diapers - S,141171,19,114348,,197,False
SKU00042,"Fruits & Vegetables",Green Chilli,21643,2,21210,1000,177,False
SKU03455,Pet Care,Flea Collar - Dog,75610,,68049,500,0,True
SKU00018,"Fruits & Vegetables",Tomato - Hybrid,24429,,12703,1000,32,False
SKU00847,"Snacks & Munchies",Lay's Classic Salted,0,32,0,90,61,False
SKU00810,"Dairy & Bread",Dahi - Set,38932,,30366,1000,163,False
SKU02939,"Bakery & Biscuits",Cinnamon Roll,33436,57,14377,60,0,True
SKU02401,"Instant & Frozen Food",Frozen Fish Fingers,2899,28,2087,1000,87,False
SKU02367,"Instant & Frozen Food",Frozen Peas - Safal,3966,2,3886,400,0,True
SKU03434,Pet Care,Hamster Food,97122,19,78668,500,89,False
SKU02299,"Instant & Frozen Food",Top Ramen - Curry,29202,30,20441,400,177,False
SKU01810,"Cleaning & Household",Fabric Softener - Comfort,72198,27,52704,750,0,True
SKU02077,Personal Care,Dove Beauty Bar,115853,34,76462,200,0,True
SKU02653,"Bakery & Biscuits",Treat Croissant - Chocolate,22459,0,22459,100,136,False
SKU03263,Pet Care,Pedigree Dog Food - Veg,46086,20,36868,100,65,False
SKU00009,"Fruits & Vegetables",Tomato - Hybrid,11859,35,7708,1500,112,False
SKU01760,"Cleaning & Household",Sanitizer - Lifebuoy,18723,6,17599,2000,96,False
SKU02794,"Bakery & Biscuits",Cup Cake - Vanilla,33878,19,27441,200,139,False
SKU01617,"Cleaning & Household",Colin Glass Cleaner,56731,38,35173,400,69,False
SKU03250,Pet Care,Pedigree Dog Food - Veg,102085,28,73501,500,4,False
SKU00278,"Fruits & Vegetables",Mushroom - Button,5463,,3605,250,143,False
SKU01962,Personal Care,Dove Shampoo - Daily Shine,48283,,44420,100,184,False
SKU00355,"Fruits & Vegetables",Curry Leaves,6196,-1,5700,1000,186,False
SKU00265,"Fruits & Vegetables",Papaya,7457,23,5741,1500,0,True
SKU00255,"Fruits & Vegetables",Grapes - Green,11391,15,9682,1500,0,True
SKU00458,"Fruits & Vegetables",Sweet Potato,14073,36,9006,250,71,False
SKU00039,"Fruits & Vegetables",Green Chilli,7825,1,7746,500,54,False
SKU02435,"Instant & Frozen Food","Soup - Knorr Hot & Sour",13917,17,11551,50,0,True
SKU02557,"Instant & Frozen Food",Roti - Multigrain,15659,52,7516,400,159,False
SKU03009,Baby Care,Pampers Diapers - S,191212,23,147233,400,149,False
SKU00394,"Fruits & Vegetables",Pineapple,21724,1,21506,1000,148,False
SKU03356,Pet Care,Dog Biscuit - Milk Bone,36599,10,32939,200,36,False
SKU02885,"Bakery & Biscuits",Wafer - Chocolate,9126,69,2829,300,0,True
SKU00520,"Dairy & Bread",Amul Butter - 100g,54633,34,36057,500,0,True
SKU01173,"Snacks & Munchies",Mathri,26748,9,24340,50,125,False
SKU01721,"Cleaning & Household",Mosquito Repellent - Good Knight,58181,,50617,750,188,False
SKU02627,"Bakery & Biscuits",Britannia Cake - Chocolate,7723,49,3938,,124,False
SKU02942,"Bakery & Biscuits",Cinnamon Roll,6156,56,2708,40,0,True
SKU00486,"Fruits & Vegetables",Spring Onion,13413,14,11535,1500,107,False
SKU01910,Personal Care,Colgate MaxFresh Toothpaste,109599,12,96447,150,65,False
SKU02882,"Bakery & Biscuits",Wafer - Chocolate,13819,34,9120,40,190,False
SKU00702,"Dairy & Bread","Lassi - Mango (Amul)",53874,11,47947,400,0,True
SKU01107,"Snacks & Munchies",Cashew Nuts - W320,19119,34,12618,90,0,True
SKU02105,Personal Care,Gillette Shaving Foam,82991,7,77181,500,159,False
SKU00833,"Dairy & Bread",Milkshake - Chocolate,40414,0,40414,400,128,False
SKU00559,"Dairy & Bread",Paneer - Fresh,40829,32,27763,500,0,True
SKU02074,Personal Care,Dove Beauty Bar,24485,35,15915,500,23,False
SKU00720,"Dairy & Bread",Whipped Cream,15839,0,15839,400,81,False
SKU01462,Beverages,Nimbu Pani - Concentrate,1993,1,1973,350,0,True
SKU01341,Beverages,Kinley Water 500ml,29475,20,23580,1000,181,False
SKU02244,Personal Care,Talcum Powder - Ponds,47889,21,37832,200,61,False
SKU01954,Personal Care,"Head & Shoulders Shampoo",84131,29,59733,200,106,False
SKU01614,"Cleaning & Household",Colin Glass Cleaner,53158,35,34552,200,0,True
SKU02930,"Bakery & Biscuits",Bagel - Plain,28847,40,17308,300,183,False
SKU00844,"Snacks & Munchies",Lay's Classic Salted,2107,6,1980,30,0,True
SKU00503,"Dairy & Bread",Mother Dairy Full Cream Milk,7012,2,6871,500,67,False
SKU03156,Baby Care,Gripe Water - Woodward's,184912,0,184912,300,1,False
SKU01006,"Snacks & Munchies",Dark Fantasy,27814,31,19191,200,68,False
SKU00955,"Snacks & Munchies",Parle Rusk,31700,25,23775,400,0,True
SKU00495,"Dairy & Bread",Amul Taaza Toned Milk,27728,1,27450,100,0,True
SKU00958,"Snacks & Munchies",Monaco Biscuit,17220,27,12570,400,0,True
SKU03291,Pet Care,Royal Canin - Maxi Adult,121807,54,56031,3000,107,False
SKU00328,"Fruits & Vegetables",Drumstick,5432,6,5106,500,130,False
SKU03105,Baby Care,Baby Powder - Johnson's,186318,33,124833,200,0,True
SKU03296,Pet Care,Royal Canin - Maxi Adult,21190,16,17799,100,157,False
SKU03431,Pet Care,Hamster Food,46753,23,35999,400,0,True
SKU02446,"Instant & Frozen Food",Oats - Quaker,36116,20,28892,500,65,False
SKU01609,"Cleaning & Household",Tide Detergent Powder,21612,7,20099,750,50,False
SKU01115,"Snacks & Munchies","Fox Nuts (Makhana)",9096,59,3729,90,0,True
SKU03429,Pet Care,Hamster Food,100798,,88702,500,137,False
SKU01813,"Cleaning & Household",Bleach - Robin,24772,23,19074,400,0,True
SKU00691,"Dairy & Bread",Flavoured Yogurt - Mango,26446,38,16396,100,82,False
SKU02941,"Bakery & Biscuits",Cinnamon Roll,30035,9,27331,,66,False
SKU01610,"Cleaning & Household",Tide Detergent Powder,3214,12,2828,200,116,False
SKU02433,"Instant & Frozen Food","Soup - Knorr Hot & Sour",27457,25,20592,1000,80,False
SKU03200,Baby Care,Baby Blanket,186430,5,177108,500,110,False
SKU00863,"Snacks & Munchies",Kurkure Masala Munch,15689,44,8785,200,13,False
SKU00921,"Snacks & Munchies",Cornitos Nachos,16709,8,15372,400,11,False
SKU02686,"Bakery & Biscuits",Brownie - Chocolate,22312,33,14949,60,154,False
SKU02012,Personal Care,Nivea Body Lotion,39975,9,36377,200,56,False
SKU02732,"Bakery & Biscuits",Khari Biscuit,20407,8,18774,150,0,True
SKU00421,"Fruits & Vegetables",Avocado,15425,15,13111,500,86,False
SKU02211,Personal Care,Lip Balm - Nivea,12680,12,11158,150,123,False
SKU00496,"Dairy & Bread",Mother Dairy Full Cream Milk,45372,1,44918,400,0,True
SKU02980,Baby Care,Cerelac - Rice,32323,17,26828,400,101,False
SKU01151,"Snacks & Munchies",Peanut Butter Cups,31585,1,31269,400,0,True
SKU01091,"Snacks & Munchies",Roasted Almonds - Salted,13651,23,10511,150,0,True
SKU01742,"Cleaning & Household",Phenyl - White,62119,61,24226,1000,0,True
SKU00385,"Fruits & Vegetables",Guava,23803,27,17376,1500,91,False
SKU01838,"Cleaning & Household",Dish Cloth - 3 Pack,18674,0,18674,200,0,True
SKU00611,"Dairy & Bread","Bread - Brown (Harvest Gold)",10935,34,7217,200,25,False
SKU00511,"Dairy & Bread",Amul Gold Milk,3548,55,1596,400,0,True
SKU02389,"Instant & Frozen Food",Frozen Chicken Nuggets,46434,14,39933,1000,0,True
SKU00530,"Dairy & Bread",Britannia Cheese Slices,8484,1,8399,500,146,False
SKU00001,"Fruits & Vegetables",Onion,13828,14,11892,2000,52,False
SKU01741,"Cleaning & Household",Phenyl - White,66721,19,54044,750,110,False
SKU01017,"Snacks & Munchies",Jim Jam Biscuit,35259,24,26796,50,161,False
SKU02522,"Instant & Frozen Food",Frozen Samosa,28682,5,27247,70,0,True
SKU00942,"Snacks & Munchies",Bikaji Bhujia Sev,23634,2,23161,150,144,False
SKU02345,"Instant & Frozen Food",Haldiram's Frozen Paratha,22178,39,13528,1000,71,False
SKU01315,Beverages,Sting Energy Drink,51712,47,27407,350,0,True
SKU02747,"Bakery & Biscuits",Cream Roll,18917,11,16836,40,0,True
SKU03389,Pet Care,Cat Toy - Mouse,125544,7,116755,3000,137,False
SKU01407,Beverages,Cold Coffee - Starbucks,2482,24,1886,200,54,False
SKU00171,"Fruits & Vegetables",Cabbage,18100,44,10136,1000,0,True
SKU01234,Beverages,Maaza Mango 600ml,9156,11,8148,500,130,False
SKU01864,"Cleaning & Household",Rat Trap - Glue,46572,0,46572,,123,False
SKU02375,"Instant & Frozen Food",Frozen Mixed Vegetables,13501,20,10800,140,177,False
SKU01907,Personal Care,Colgate MaxFresh Toothpaste,21670,48,11268,100,128,False
SKU02203,Personal Care,Lip Balm - Nivea,75405,32,51275,75,185,False
SKU01393,Beverages,Filter Coffee Decoction,17583,8,16176,500,53,False
SKU03050,Baby Care,MamyPoko Pants - M,196894,4,189018,100,165,False
SKU01473,Beverages,Protein Shake - MuscleBlaze,52667,,38446,500,151,False
SKU02620,"Instant & Frozen Food",Frozen Momos - Wo Momo,47141,63,17442,50,0,True
SKU02200,Personal Care,Lip Balm - Nivea,82391,9,74975,,189,False
SKU03089,Baby Care,Baby Shampoo - Johnson's,50081,29,35557,100,88,False
SKU01362,Beverages,Green Tea - Lipton,30141,12,26524,1000,0,True
SKU03323,Pet Care,Cat Litter - Clumping,31268,32,21262,500,76,False
SKU02893,"Bakery & Biscuits",Biscotti,21050,32,14313,100,0,True
SKU02688,"Bakery & Biscuits",Brownie - Chocolate,33057,27,24131,300,156,False
SKU02593,"Instant & Frozen Food",Vermicelli - Bambino,23230,38,14402,200,54,False
SKU00954,"Snacks & Munchies",Parle Rusk,21264,4,20413,,58,False
SKU01630,"Cleaning & Household",Domex Toilet Cleaner,30316,21,23949,200,3,False
SKU02892,"Bakery & Biscuits",Biscotti,28495,,20801,200,135,False
SKU00223,"Fruits & Vegetables",Tender Coconut,24262,5,23048,500,193,False
SKU01900,Personal Care,Colgate MaxFresh Toothpaste,44910,6,42215,150,50,False
SKU02409,"Instant & Frozen Food",Instant Pasta - Knorr,26746,21,21129,500,96,False
SKU02637,"Bakery & Biscuits",Parle-G Biscuit,34796,35,22617,40,124,False
SKU02228,Personal Care,Body Wash - Dove,97908,0,97908,250,44,False
SKU01583,"Cleaning & Household",Surf Excel Matic Top Load,64540,33,43241,2000,87,False
SKU01808,"Cleaning & Household",Fabric Softener - Comfort,11051,17,9172,2000,68,False
SKU02555,"Instant & Frozen Food",Roti - Multigrain,42004,13,36543,500,0,True
SKU01448,Beverages,Jaljeera Drink,57989,,17396,200,0,True
SKU00514,"Dairy & Bread",Amul Gold Milk,22712,49,11583,500,0,True
SKU01657,"Cleaning & Household",Garbage Bags - Large,68884,,50285,500,116,False
SKU01587,"Cleaning & Household",Surf Excel Matic Top Load,33362,,19683,400,69,False
SKU02594,"Instant & Frozen Food",Vermicelli - Bambino,8575,8,7889,500,79,False
SKU02496,"Instant & Frozen Food",Dosa Batter - iD,37911,4,36394,200,155,False
SKU00685,"Dairy & Bread",Flavoured Yogurt - Mango,48972,16,41136,400,112,False
SKU00425,"Fruits & Vegetables",Avocado,1500,49,765,2000,0,True
SKU02913,"Bakery & Biscuits",Sourdough Bread,2180,18,1787,100,0,True
SKU01403,Beverages,Cold Coffee - Starbucks,11271,,7326,1000,47,False
SKU01807,"Cleaning & Household",Fabric Softener - Comfort,25435,30,17804,500,0,True
SKU02231,Personal Care,Body Wash - Dove,86600,52,41568,200,114,False
SKU02264,Personal Care,Nail Cutter,7762,50,3881,100,65,False
SKU03469,Pet Care,Tick Spray,142431,,142431,200,0,True
SKU00814,"Dairy & Bread",Dahi - Set,45110,9,41050,400,98,False
SKU00599,"Dairy & Bread","Bread - White (Britannia)",37735,41,22263,100,77,False
SKU03424,Pet Care,Bird Seed Mix,104462,2,102372,200,15,False
SKU02289,"Instant & Frozen Food",Yippee Noodles - Classic,48913,22,38152,1000,0,True
SKU00166,"Fruits & Vegetables",Cabbage,16437,14,14135,1500,134,False
SKU01927,Personal Care,Oral-B Toothbrush,50817,20,40653,150,112,False
SKU00359,"Fruits & Vegetables","Amla (Indian Gooseberry)",20528,12,18064,2000,0,True
SKU00717,"Dairy & Bread",Cream Cheese,8926,31,6158,500,0,True
SKU02718,"Bakery & Biscuits",Pizza Base,3968,14,3412,150,176,False
SKU00056,"Fruits & Vegetables",Coriander Leaves,17474,15,14852,250,138,False
SKU02035,Personal Care,Ponds Face Wash,73132,0,73132,250,100,False
SKU01765,"Cleaning & Household",Sanitizer - Lifebuoy,76195,0,76195,400,61,False
SKU00025,"Fruits & Vegetables",Potato,17122,5,16265,2000,18,False
SKU00150,"Fruits & Vegetables",Beetroot,8420,31,5809,500,15,False
SKU00825,"Dairy & Bread",Dahi - Set,11406,30,7984,100,69,False
SKU03052,Baby Care,MamyPoko Pants - M,64591,26,47797,,0,True
SKU03029,Baby Care,Pampers Diapers - L,47925,9,43611,500,194,False
SKU01162,"Snacks & Munchies",Mathri,15582,26,11530,30,32,False
SKU00174,"Fruits & Vegetables",Cauliflower,21276,27,15531,2000,20,False
SKU00227,"Fruits & Vegetables",Tender Coconut,16349,6,15368,250,100,False
SKU01191,Beverages,Pepsi 750ml,34433,30,24103,1000,0,True
SKU00539,"Dairy & Bread","Curd - Plain (400g)",25631,17,21273,400,0,True
SKU01549,"Cleaning & Household",Vim Dishwash Gel - Lemon,13772,,10053,400,173,False
SKU01744,"Cleaning & Household",Hand Wash - Dettol,78292,58,32882,2000,101,False
SKU03284,Pet Care,Whiskas Cat Food - Chicken,53094,26,39289,,38,False
SKU02210,Personal Care,Lip Balm - Nivea,46935,23,36139,250,184,False
SKU02193,Personal Care,Wet Wipes - Himalaya,81155,7,75474,,160,False
SKU02708,"Bakery & Biscuits",Pizza Base,0,12,0,60,43,False
SKU02471,"Instant & Frozen Food",Poha - Instant,45449,7,42267,500,42,False
SKU00016,"Fruits & Vegetables",Tomato - Hybrid,1738,7,1616,2000,47,False
SKU00379,"Fruits & Vegetables",Watermelon,21976,35,14284,2000,191,False
SKU00146,"Fruits & Vegetables",Garlic,8830,1,8741,1000,53,False
SKU02645,"Bakery & Biscuits",Tiger Glucose Biscuit,22737,23,17507,100,77,False
SKU01820,"Cleaning & Household",Bleach - Robin,78374,70,23512,1000,170,False
SKU02508,"Instant & Frozen Food",Idli Batter - iD,13399,50,6699,,16,False
SKU00201,"Fruits & Vegetables","Spinach (Palak)",23974,24,18220,250,25,False
SKU03274,Pet Care,Whiskas Cat Food - Tuna,79446,70,23833,400,71,False
SKU02924,"Bakery & Biscuits",Focaccia Bread,20777,16,17452,200,87,False
SKU02336,"Instant & Frozen Food",MTR Ready-to-Eat Dal Fry,41407,8,38094,140,110,False
SKU00868,"Snacks & Munchies",Bingo Mad Angles,5125,17,4253,200,177,False
SKU00592,"Dairy & Bread",Greek Yogurt - Plain,46346,5,44028,500,0,True
SKU02829,"Bakery & Biscuits",Rusk - Premium,9873,64,3554,60,0,True
SKU00686,"Dairy & Bread",Flavoured Yogurt - Mango,27926,24,21223,100,180,False
SKU03003,Baby Care,Nan Pro 2,72955,54,33559,500,0,True
SKU00462,"Fruits & Vegetables",Radish,23760,3,23047,2000,0,True
SKU01684,"Cleaning & Household",Cling Wrap,71407,32,48556,200,126,False
SKU00423,"Fruits & Vegetables",Avocado,19725,11,17555,1500,193,False
SKU01533,Beverages,Instant Coffee - Nescafe,17568,2,17216,750,86,False
SKU03220,Baby Care,Baby Bib,45312,22,35343,100,16,False
SKU00936,"Snacks & Munchies",Too Yumm Multigrain,35582,17,29533,200,130,False
SKU00035,"Fruits & Vegetables",Green Chilli,1620,7,1506,500,0,True
SKU03448,Pet Care,Pet Carrier - Small,54188,2,53104,400,158,False
SKU02290,"Instant & Frozen Food",Yippee Noodles - Classic,36778,18,30157,500,3,False
SKU02420,"Instant & Frozen Food",Instant Pasta - Knorr,21234,69,6582,500,0,True
SKU00709,"Dairy & Bread","Lassi - Mango (Amul)",26569,7,24709,100,113,False
SKU02569,"Instant & Frozen Food",Atta Noodles - Patanjali,42651,20,34120,50,86,False
SKU00305,"Fruits & Vegetables","Bottle Gourd (Lauki)",21580,33,14458,1000,0,True
SKU02385,"Instant & Frozen Food",Frozen Chicken Nuggets,45631,3,44262,200,0,True
SKU01494,Beverages,Horlicks 500g,15442,10,13897,750,111,False
SKU01146,"Snacks & Munchies",Peanut Butter Cups,11226,53,5276,200,0,True
SKU00706,"Dairy & Bread","Lassi - Mango (Amul)",50704,,36506,500,0,True
SKU02690,"Bakery & Biscuits",Bread Roll,29116,30,20381,60,79,False
